デフォルト表示,連番ID,ID,レア度,Lv,二つ名,サポート名,得意トレ,グループ,特殊固有,友情ボナ,やる気効果,スピボナ,スタボナ,パワボナ,根性ボナ,賢さボナ,トレ効果,初期スピ,初期スタ,初期パワ,初期根性,初期賢さ,初期絆,レースボナ,ファンボナ,ヒントLv,ヒント率,得意率,イベ回復,イベ効果,失敗率,体力消費,Spボナ,友情回復,スキル個数,固有1,固有2,固有必要絆,固有1効果量,固有2効果量
0,229,嗚呼華麗ナル一族45絆80以上,SSR,45,嗚呼華麗ナル一族,ダイイチルビー,パワー,,絆80以上,28,0,0,0,0,0,0,5,0,0,28,15,0,32,0,0,0,0,72,0,0,0,0,1,0,12,パワボナ,,80,2,
0,229,嗚呼華麗ナル一族50絆80以上,SSR,50,嗚呼華麗ナル一族,ダイイチルビー,パワー,,絆80以上,30,0,0,0,0,0,0,5,0,0,30,30,0,35,0,0,0,0,80,0,0,0,0,1,0,12,パワボナ,,80,2,
0,230,嗚呼華麗ナル一族30絆80未満,SSR,30,嗚呼華麗ナル一族,ダイイチルビー,パワー,,絆80未満,25,0,0,0,0,0,0,5,0,0,25,0,0,25,0,0,0,0,50,0,0,0,0,0,0,12,,,,,
0,230,嗚呼華麗ナル一族35絆80未満,SSR,35,嗚呼華麗ナル一族,ダイイチルビー,パワー,,絆80未満,26,0,0,0,0,0,0,5,0,0,26,0,0,27,0,0,0,0,57,0,0,0,0,1,0,12,,,,,
0,230,嗚呼華麗ナル一族40絆80未満,SSR,40,嗚呼華麗ナル一族,ダイイチルビー,パワー,,絆80未満,27,0,0,0,0,0,0,5,0,0,27,0,0,30,0,0,0,0,65,0,0,0,0,1,0,12,,,,,
0,230,嗚呼華麗ナル一族45絆80未満,SSR,45,嗚呼華麗ナル一族,ダイイチルビー,パワー,,絆80未満,28,0,0,0,0,0,0,5,0,0,28,15,0,32,0,0,0,0,72,0,0,0,0,1,0,12,,,,,
0,230,嗚呼華麗ナル一族50絆80未満,SSR,50,嗚呼華麗ナル一族,ダイイチルビー,パワー,,絆80未満,30,0,0,0,0,0,0,5,0,0,30,30,0,35,0,0,0,0,80,0,0,0,0,1,0,12,,,,,
0,231,月下の悪魔ちゃん♪30残体力96以上,SSR,30,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力96以上,25,0,0,0,0,0,0,0,0,25,0,0,0,10,0,0,1,20,50,0,0,0,0,0,0,9,トレ効果,,,20,
0,231,月下の悪魔ちゃん♪35残体力96以上,SSR,35,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力96以上,27,0,0,0,0,0,0,0,0,26,0,0,0,11,0,0,1,23,57,0,0,0,0,1,0,9,トレ効果,,,20,
0,231,月下の悪魔ちゃん♪40残体力96以上,SSR,40,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力96以上,30,0,0,0,0,0,0,0,0,27,0,0,0,13,0,0,1,26,65,0,0,0,0,1,0,9,トレ効果,,,20,
0,231,月下の悪魔ちゃん♪45残体力96以上,SSR,45,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力96以上,32,0,0,0,0,0,0,0,0,28,0,15,0,15,0,0,2,30,72,0,0,0,0,1,0,9,トレ効果,,,20,
0,231,月下の悪魔ちゃん♪50残体力96以上,SSR,50,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力96以上,35,0,0,0,0,0,0,0,0,30,0,30,0,15,0,0,2,30,80,0,0,0,0,1,0,9,トレ効果,,,20,
0,232,月下の悪魔ちゃん♪30残体力71以上76未満,SSR,30,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力71以上76未満,25,0,0,0,0,0,0,0,0,25,0,0,0,10,0,0,1,20,50,0,0,0,0,0,0,9,トレ効果,,,15,
0,232,月下の悪魔ちゃん♪35残体力71以上76未満,SSR,35,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力71以上76未満,27,0,0,0,0,0,0,0,0,26,0,0,0,11,0,0,1,23,57,0,0,0,0,1,0,9,トレ効果,,,15,
0,232,月下の悪魔ちゃん♪40残体力71以上76未満,SSR,40,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力71以上76未満,30,0,0,0,0,0,0,0,0,27,0,0,0,13,0,0,1,26,65,0,0,0,0,1,0,9,トレ効果,,,15,
0,232,月下の悪魔ちゃん♪45残体力71以上76未満,SSR,45,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力71以上76未満,32,0,0,0,0,0,0,0,0,28,0,15,0,15,0,0,2,30,72,0,0,0,0,1,0,9,トレ効果,,,15,
0,232,月下の悪魔ちゃん♪50残体力71以上76未満,SSR,50,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力71以上76未満,35,0,0,0,0,0,0,0,0,30,0,30,0,15,0,0,2,30,80,0,0,0,0,1,0,9,トレ効果,,,15,
0,233,月下の悪魔ちゃん♪30残体力46以上51未満,SSR,30,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力46以上51未満,25,0,0,0,0,0,0,0,0,25,0,0,0,10,0,0,1,20,50,0,0,0,0,0,0,9,トレ効果,,,10,
0,233,月下の悪魔ちゃん♪35残体力46以上51未満,SSR,35,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力46以上51未満,27,0,0,0,0,0,0,0,0,26,0,0,0,11,0,0,1,23,57,0,0,0,0,1,0,9,トレ効果,,,10,
0,233,月下の悪魔ちゃん♪40残体力46以上51未満,SSR,40,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力46以上51未満,30,0,0,0,0,0,0,0,0,27,0,0,0,13,0,0,1,26,65,0,0,0,0,1,0,9,トレ効果,,,10,
0,233,月下の悪魔ちゃん♪45残体力46以上51未満,SSR,45,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力46以上51未満,32,0,0,0,0,0,0,0,0,28,0,15,0,15,0,0,2,30,72,0,0,0,0,1,0,9,トレ効果,,,10,
0,233,月下の悪魔ちゃん♪50残体力46以上51未満,SSR,50,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力46以上51未満,35,0,0,0,0,0,0,0,0,30,0,30,0,15,0,0,2,30,80,0,0,0,0,1,0,9,トレ効果,,,10,
0,234,月下の悪魔ちゃん♪30残体力21以上26未満,SSR,30,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力21以上26未満,25,0,0,0,0,0,0,0,0,25,0,0,0,10,0,0,1,20,50,0,0,0,0,0,0,9,トレ効果,,,5,
0,234,月下の悪魔ちゃん♪35残体力21以上26未満,SSR,35,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力21以上26未満,27,0,0,0,0,0,0,0,0,26,0,0,0,11,0,0,1,23,57,0,0,0,0,1,0,9,トレ効果,,,5,
0,234,月下の悪魔ちゃん♪40残体力21以上26未満,SSR,40,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力21以上26未満,30,0,0,0,0,0,0,0,0,27,0,0,0,13,0,0,1,26,65,0,0,0,0,1,0,9,トレ効果,,,5,
0,234,月下の悪魔ちゃん♪45残体力21以上26未満,SSR,45,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力21以上26未満,32,0,0,0,0,0,0,0,0,28,0,15,0,15,0,0,2,30,72,0,0,0,0,1,0,9,トレ効果,,,5,
0,234,月下の悪魔ちゃん♪50残体力21以上26未満,SSR,50,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力21以上26未満,35,0,0,0,0,0,0,0,0,30,0,30,0,15,0,0,2,30,80,0,0,0,0,1,0,9,トレ効果,,,5,
0,235,月下の悪魔ちゃん♪30残体力0,SSR,30,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力0,25,0,0,0,0,0,0,0,0,25,0,0,0,10,0,0,1,20,50,0,0,0,0,0,0,9,,,,,
0,235,月下の悪魔ちゃん♪35残体力0,SSR,35,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力0,27,0,0,0,0,0,0,0,0,26,0,0,0,11,0,0,1,23,57,0,0,0,0,1,0,9,,,,,
0,235,月下の悪魔ちゃん♪40残体力0,SSR,40,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力0,30,0,0,0,0,0,0,0,0,27,0,0,0,13,0,0,1,26,65,0,0,0,0,1,0,9,,,,,
0,235,月下の悪魔ちゃん♪45残体力0,SSR,45,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力0,32,0,0,0,0,0,0,0,0,28,0,15,0,15,0,0,2,30,72,0,0,0,0,1,0,9,,,,,
0,235,月下の悪魔ちゃん♪50残体力0,SSR,50,月下の悪魔ちゃん♪,メジロパーマー,スタミナ,,残体力0,35,0,0,0,0,0,0,0,0,30,0,30,0,15,0,0,2,30,80,0,0,0,0,1,0,9,,,,,
0,236,お日さま天使ちゃん♪30サポカ6種類以上,SSR,30,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ6種類以上,25,0,0,0,0,0,0,0,0,0,0,0,0,20,5,15,2,40,35,0,0,0,0,0,0,10,初期ステ,,,60,
0,236,お日さま天使ちゃん♪35サポカ6種類以上,SSR,35,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ6種類以上,26,0,0,0,0,0,0,0,0,0,0,0,0,21,6,16,2,42,40,0,0,0,0,1,0,10,初期ステ,,,60,
0,236,お日さま天使ちゃん♪40サポカ6種類以上,SSR,40,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ6種類以上,27,0,0,0,0,0,0,0,0,0,0,0,0,23,7,17,2,45,45,0,0,0,0,1,0,10,初期ステ,,,60,
0,236,お日さま天使ちゃん♪45サポカ6種類以上,SSR,45,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ6種類以上,28,0,1,0,0,0,0,0,0,0,0,0,0,25,8,18,2,47,50,0,0,0,0,1,0,10,初期ステ,,,60,
0,236,お日さま天使ちゃん♪50サポカ6種類以上,SSR,50,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ6種類以上,30,0,2,0,0,0,0,0,0,0,0,0,0,25,10,20,3,50,50,0,0,0,0,1,0,10,初期ステ,,,60,
0,237,お日さま天使ちゃん♪30サポカ4種類,SSR,30,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ4種類,25,0,0,0,0,0,0,0,0,0,0,0,0,20,5,15,2,40,35,0,0,0,0,0,0,10,初期ステ,,,40,
0,237,お日さま天使ちゃん♪35サポカ4種類,SSR,35,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ4種類,26,0,0,0,0,0,0,0,0,0,0,0,0,21,6,16,2,42,40,0,0,0,0,1,0,10,初期ステ,,,40,
0,237,お日さま天使ちゃん♪40サポカ4種類,SSR,40,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ4種類,27,0,0,0,0,0,0,0,0,0,0,0,0,23,7,17,2,45,45,0,0,0,0,1,0,10,初期ステ,,,40,
0,237,お日さま天使ちゃん♪45サポカ4種類,SSR,45,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ4種類,28,0,1,0,0,0,0,0,0,0,0,0,0,25,8,18,2,47,50,0,0,0,0,1,0,10,初期ステ,,,40,
0,237,お日さま天使ちゃん♪50サポカ4種類,SSR,50,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ4種類,30,0,2,0,0,0,0,0,0,0,0,0,0,25,10,20,3,50,50,0,0,0,0,1,0,10,初期ステ,,,40,
0,238,お日さま天使ちゃん♪30サポカ2種類,SSR,30,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ2種類,25,0,0,0,0,0,0,0,0,0,0,0,0,20,5,15,2,40,35,0,0,0,0,0,0,10,初期ステ,,,20,
0,238,お日さま天使ちゃん♪35サポカ2種類,SSR,35,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ2種類,26,0,0,0,0,0,0,0,0,0,0,0,0,21,6,16,2,42,40,0,0,0,0,1,0,10,初期ステ,,,20,
0,238,お日さま天使ちゃん♪40サポカ2種類,SSR,40,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ2種類,27,0,0,0,0,0,0,0,0,0,0,0,0,23,7,17,2,45,45,0,0,0,0,1,0,10,初期ステ,,,20,
0,238,お日さま天使ちゃん♪45サポカ2種類,SSR,45,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ2種類,28,0,1,0,0,0,0,0,0,0,0,0,0,25,8,18,2,47,50,0,0,0,0,1,0,10,初期ステ,,,20,
0,238,お日さま天使ちゃん♪50サポカ2種類,SSR,50,お日さま天使ちゃん♪,ダイタクヘリオス,スピード,,サポカ2種類,30,0,2,0,0,0,0,0,0,0,0,0,0,25,10,20,3,50,50,0,0,0,0,1,0,10,初期ステ,,,20,
0,239,とびだせ！恐怖の魔王軍30絆80以上,SSR,30,とびだせ！恐怖の魔王軍,シンコウウインディ,根性,,絆80以上,25,0,0,0,0,0,0,0,15,0,15,15,0,25,0,0,0,0,20,0,0,0,0,0,0,10,,,80,,
0,239,とびだせ！恐怖の魔王軍35絆80以上,SSR,35,とびだせ！恐怖の魔王軍,シンコウウインディ,根性,,絆80以上,27,0,0,0,0,1,0,0,16,0,16,16,0,27,0,0,0,0,25,0,0,0,0,0,0,10,,,80,,
0,239,とびだせ！恐怖の魔王軍40絆80以上,SSR,40,とびだせ！恐怖の魔王軍,シンコウウインディ,根性,,絆80以上,30,0,0,0,0,1,0,0,18,0,18,18,0,30,0,0,0,0,30,0,0,0,0,0,0,10,トレ効果,,80,10,
0,239,とびだせ！恐怖の魔王軍45絆80以上,SSR,45,とびだせ！恐怖の魔王軍,シンコウウインディ,根性,,絆80以上,32,0,0,0,0,1,0,0,20,0,20,20,0,32,0,0,2,30,35,0,0,0,0,0,0,10,トレ効果,,80,10,
0,239,とびだせ！恐怖の魔王軍50絆80以上,SSR,50,とびだせ！恐怖の魔王軍,シンコウウインディ,根性,,絆80以上,35,0,0,0,0,1,0,0,20,0,20,20,0,35,0,0,3,40,35,0,0,0,0,0,0,10,トレ効果,,80,10,
0,240,とびだせ！恐怖の魔王軍30絆80未満,SSR,30,とびだせ！恐怖の魔王軍,シンコウウインディ,根性,,絆80未満,25,0,0,0,0,0,0,0,15,0,15,15,0,25,0,0,0,0,20,0,0,0,0,0,0,10,,,,,
0,240,とびだせ！恐怖の魔王軍35絆80未満,SSR,35,とびだせ！恐怖の魔王軍,シンコウウインディ,根性,,絆80未満,27,0,0,0,0,1,0,0,16,0,16,16,0,27,0,0,0,0,25,0,0,0,0,0,0,10,,,,,
0,240,とびだせ！恐怖の魔王軍40絆80未満,SSR,40,とびだせ！恐怖の魔王軍,シンコウウインディ,根性,,絆80未満,30,0,0,0,0,1,0,0,18,0,18,18,0,30,0,0,0,0,30,0,0,0,0,0,0,10,,,,,
0,240,とびだせ！恐怖の魔王軍45絆80未満,SSR,45,とびだせ！恐怖の魔王軍,シンコウウインディ,根性,,絆80未満,32,0,0,0,0,1,0,0,20,0,20,20,0,32,0,0,2,30,35,0,0,0,0,0,0,10,,,,,
0,240,とびだせ！恐怖の魔王軍50絆80未満,SSR,50,とびだせ！恐怖の魔王軍,シンコウウインディ,根性,,絆80未満,35,0,0,0,0,1,0,0,20,0,20,20,0,35,0,0,3,40,35,0,0,0,0,0,0,10,,,,,
0,241,A Win Foreshadowed30絆80以上,SSR,30,A Win Foreshadowed,シンボリクリスエス,スタミナ,,絆80以上,25,0,0,0,0,0,0,5,0,0,0,0,0,25,1,5,1,20,35,0,0,0,0,0,0,9,根性ボナ,,80,2,
0,241,A Win Foreshadowed35絆80以上,SSR,35,A Win Foreshadowed,シンボリクリスエス,スタミナ,,絆80以上,26,0,0,0,0,0,0,5,0,0,0,0,0,26,2,6,1,23,40,0,0,0,0,1,0,9,根性ボナ,,80,2,
0,241,A Win Foreshadowed40絆80以上,SSR,40,A Win Foreshadowed,シンボリクリスエス,スタミナ,,絆80以上,27,0,0,0,0,0,0,5,0,0,0,0,0,27,3,8,1,26,45,0,0,0,0,1,0,9,根性ボナ,,80,2,
0,241,A Win Foreshadowed45絆80以上,SSR,45,A Win Foreshadowed,シンボリクリスエス,スタミナ,,絆80以上,28,15,0,0,0,0,0,5,0,0,0,0,0,28,5,10,2,30,50,0,0,0,0,1,0,9,根性ボナ,,80,2,
0,241,A Win Foreshadowed50絆80以上,SSR,50,A Win Foreshadowed,シンボリクリスエス,スタミナ,,絆80以上,30,30,0,0,0,0,0,5,0,0,0,0,0,30,5,10,2,30,50,0,0,0,0,1,0,9,根性ボナ,,80,2,
0,242,A Win Foreshadowed30絆80未満,SSR,30,A Win Foreshadowed,シンボリクリスエス,スタミナ,,絆80未満,25,0,0,0,0,0,0,5,0,0,0,0,0,25,1,5,1,20,35,0,0,0,0,0,0,9,,,,,
0,242,A Win Foreshadowed35絆80未満,SSR,35,A Win Foreshadowed,シンボリクリスエス,スタミナ,,絆80未満,26,0,0,0,0,0,0,5,0,0,0,0,0,26,2,6,1,23,40,0,0,0,0,1,0,9,,,,,
0,242,A Win Foreshadowed40絆80未満,SSR,40,A Win Foreshadowed,シンボリクリスエス,スタミナ,,絆80未満,27,0,0,0,0,0,0,5,0,0,0,0,0,27,3,8,1,26,45,0,0,0,0,1,0,9,,,,,
0,242,A Win Foreshadowed45絆80未満,SSR,45,A Win Foreshadowed,シンボリクリスエス,スタミナ,,絆80未満,28,15,0,0,0,0,0,5,0,0,0,0,0,28,5,10,2,30,50,0,0,0,0,1,0,9,,,,,
0,242,A Win Foreshadowed50絆80未満,SSR,50,A Win Foreshadowed,シンボリクリスエス,スタミナ,,絆80未満,30,30,0,0,0,0,0,5,0,0,0,0,0,30,5,10,2,30,50,0,0,0,0,1,0,9,,,,,
0,243,夜風に舞うは祈りの花30絆80以上,SSR,30,夜風に舞うは祈りの花,メジロアルダン,スピード,,絆80以上,15,40,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,20,0,0,0,0,0,0,6,,,80,,
0,243,夜風に舞うは祈りの花35絆80以上,SSR,35,夜風に舞うは祈りの花,メジロアルダン,スピード,,絆80以上,16,45,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,25,0,0,0,0,0,0,6,,,80,,
0,243,夜風に舞うは祈りの花40絆80以上,SSR,40,夜風に舞うは祈りの花,メジロアルダン,スピード,,絆80以上,18,50,1,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,30,0,0,0,0,0,0,6,パワボナ,,80,2,
0,243,夜風に舞うは祈りの花45絆80以上,SSR,45,夜風に舞うは祈りの花,メジロアルダン,スピード,,絆80以上,20,55,1,0,0,0,0,0,0,0,0,0,0,15,5,10,0,0,35,0,0,0,0,0,0,6,パワボナ,,80,2,
0,243,夜風に舞うは祈りの花50絆80以上,SSR,50,夜風に舞うは祈りの花,メジロアルダン,スピード,,絆80以上,20,60,1,0,0,0,0,0,0,0,0,0,0,30,5,10,0,0,35,0,0,0,0,0,0,6,パワボナ,,80,2,
0,244,夜風に舞うは祈りの花30絆80未満,SSR,30,夜風に舞うは祈りの花,メジロアルダン,スピード,,絆80未満,15,40,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,20,0,0,0,0,0,0,6,,,,,
0,244,夜風に舞うは祈りの花35絆80未満,SSR,35,夜風に舞うは祈りの花,メジロアルダン,スピード,,絆80未満,16,45,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,25,0,0,0,0,0,0,6,,,,,
0,244,夜風に舞うは祈りの花40絆80未満,SSR,40,夜風に舞うは祈りの花,メジロアルダン,スピード,,絆80未満,18,50,1,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,30,0,0,0,0,0,0,6,,,,,
0,244,夜風に舞うは祈りの花45絆80未満,SSR,45,夜風に舞うは祈りの花,メジロアルダン,スピード,,絆80未満,20,55,1,0,0,0,0,0,0,0,0,0,0,15,5,10,0,0,35,0,0,0,0,0,0,6,,,,,
0,244,夜風に舞うは祈りの花50絆80未満,SSR,50,夜風に舞うは祈りの花,メジロアルダン,スピード,,絆80未満,20,60,1,0,0,0,0,0,0,0,0,0,0,30,5,10,0,0,35,0,0,0,0,0,0,6,,,,,
0,245,天まで焦がせ祈りの火30絆100以上,SSR,30,天まで焦がせ祈りの火,ヤエノムテキ,根性,,絆100以上,15,0,0,0,0,0,0,0,15,0,15,25,0,25,1,5,1,20,0,0,0,0,0,0,0,8,根性ボナ,,100,3,
0,245,天まで焦がせ祈りの火35絆100以上,SSR,35,天まで焦がせ祈りの火,ヤエノムテキ,根性,,絆100以上,16,0,0,0,0,0,0,0,16,0,16,26,0,27,2,6,1,23,0,0,0,0,0,1,0,8,根性ボナ,,100,3,
0,245,天まで焦がせ祈りの火40絆100以上,SSR,40,天まで焦がせ祈りの火,ヤエノムテキ,根性,,絆100以上,18,0,0,0,0,0,0,0,18,0,18,27,0,30,3,8,1,26,0,0,0,0,0,1,0,8,根性ボナ,,100,3,
0,245,天まで焦がせ祈りの火45絆100以上,SSR,45,天まで焦がせ祈りの火,ヤエノムテキ,根性,,絆100以上,20,0,0,0,0,0,0,5,20,0,20,28,0,32,5,10,2,30,0,0,0,0,0,1,0,8,根性ボナ,,100,3,
0,245,天まで焦がせ祈りの火50絆100以上,SSR,50,天まで焦がせ祈りの火,ヤエノムテキ,根性,,絆100以上,20,0,0,0,0,0,0,10,20,0,20,30,0,35,5,10,2,30,0,0,0,0,0,1,0,8,根性ボナ,,100,3,
0,246,天まで焦がせ祈りの火30絆100未満,SSR,30,天まで焦がせ祈りの火,ヤエノムテキ,根性,,絆100未満,15,0,0,0,0,0,0,0,15,0,15,25,0,25,1,5,1,20,0,0,0,0,0,0,0,8,,,,,
0,246,天まで焦がせ祈りの火35絆100未満,SSR,35,天まで焦がせ祈りの火,ヤエノムテキ,根性,,絆100未満,16,0,0,0,0,0,0,0,16,0,16,26,0,27,2,6,1,23,0,0,0,0,0,1,0,8,,,,,
0,246,天まで焦がせ祈りの火40絆100未満,SSR,40,天まで焦がせ祈りの火,ヤエノムテキ,根性,,絆100未満,18,0,0,0,0,0,0,0,18,0,18,27,0,30,3,8,1,26,0,0,0,0,0,1,0,8,,,,,
0,246,天まで焦がせ祈りの火45絆100未満,SSR,45,天まで焦がせ祈りの火,ヤエノムテキ,根性,,絆100未満,20,0,0,0,0,0,0,5,20,0,20,28,0,32,5,10,2,30,0,0,0,0,0,1,0,8,,,,,
0,246,天まで焦がせ祈りの火50絆100未満,SSR,50,天まで焦がせ祈りの火,ヤエノムテキ,根性,,絆100未満,20,0,0,0,0,0,0,10,20,0,20,30,0,35,5,10,2,30,0,0,0,0,0,1,0,8,,,,,
0,247,U & Me30絆80以上,SSR,30,U & Me,ミホノブルボン,スピード,,絆80以上,15,0,0,0,0,0,0,0,15,0,0,0,0,25,0,0,2,30,20,0,0,0,0,0,0,7,,,80,,
0,247,U & Me35絆80以上,SSR,35,U & Me,ミホノブルボン,スピード,,絆80以上,16,0,0,0,0,0,0,0,16,0,0,0,0,26,0,0,2,33,25,0,0,0,0,1,0,7,,,80,,
0,247,U & Me40絆80以上,SSR,40,U & Me,ミホノブルボン,スピード,,絆80以上,18,0,0,0,0,0,0,0,18,0,0,0,0,27,0,0,2,36,30,0,0,0,0,1,0,7,トレ効果,,80,10,
0,247,U & Me45絆80以上,SSR,45,U & Me,ミホノブルボン,スピード,,絆80以上,20,0,1,0,0,0,0,0,20,0,0,0,0,28,0,0,2,40,35,0,0,0,0,1,0,7,トレ効果,,80,10,
0,247,U & Me50絆80以上,SSR,50,U & Me,ミホノブルボン,スピード,,絆80以上,20,0,2,0,0,0,0,0,20,0,0,0,0,30,0,0,2,40,35,0,0,0,0,1,0,7,トレ効果,,80,10,
0,248,U & Me30絆80未満,SSR,30,U & Me,ミホノブルボン,スピード,,絆80未満,15,0,0,0,0,0,0,0,15,0,0,0,0,25,0,0,2,30,20,0,0,0,0,0,0,7,,,,,
0,248,U & Me35絆80未満,SSR,35,U & Me,ミホノブルボン,スピード,,絆80未満,16,0,0,0,0,0,0,0,16,0,0,0,0,26,0,0,2,33,25,0,0,0,0,1,0,7,,,,,
0,248,U & Me40絆80未満,SSR,40,U & Me,ミホノブルボン,スピード,,絆80未満,18,0,0,0,0,0,0,0,18,0,0,0,0,27,0,0,2,36,30,0,0,0,0,1,0,7,,,,,
0,248,U & Me45絆80未満,SSR,45,U & Me,ミホノブルボン,スピード,,絆80未満,20,0,1,0,0,0,0,0,20,0,0,0,0,28,0,0,2,40,35,0,0,0,0,1,0,7,,,,,
0,248,U & Me50絆80未満,SSR,50,U & Me,ミホノブルボン,スピード,,絆80未満,20,0,2,0,0,0,0,0,20,0,0,0,0,30,0,0,2,40,35,0,0,0,0,1,0,7,,,,,
0,249,Danke schön30絆80以上,SSR,30,Danke schön,エイシンフラッシュ,スピード,,絆80以上,15,0,0,0,0,0,0,5,15,0,15,0,0,25,0,0,2,30,50,0,0,0,0,0,0,8,パワボナ,Spボナ,80,1,1
0,249,Danke schön35絆80以上,SSR,35,Danke schön,エイシンフラッシュ,スピード,,絆80以上,16,0,0,0,1,0,0,6,16,0,16,0,0,26,0,0,2,33,53,0,0,0,0,0,0,8,パワボナ,Spボナ,80,1,1
0,249,Danke schön40絆80以上,SSR,40,Danke schön,エイシンフラッシュ,スピード,,絆80以上,18,0,0,0,1,0,0,8,18,0,18,0,0,27,0,0,2,36,57,0,0,0,0,0,0,8,パワボナ,Spボナ,80,1,1
0,249,Danke schön45絆80以上,SSR,45,Danke schön,エイシンフラッシュ,スピード,,絆80以上,20,0,1,0,1,0,0,10,20,0,20,0,0,28,0,0,2,40,61,0,0,0,0,0,0,8,パワボナ,Spボナ,80,1,1
0,249,Danke schön50絆80以上,SSR,50,Danke schön,エイシンフラッシュ,スピード,,絆80以上,20,0,2,0,1,0,0,10,20,0,20,0,0,30,0,0,2,40,65,0,0,0,0,0,0,8,パワボナ,Spボナ,80,1,1
0,250,Danke schön30絆80未満,SSR,30,Danke schön,エイシンフラッシュ,スピード,,絆80未満,15,0,0,0,0,0,0,5,15,0,15,0,0,25,0,0,2,30,50,0,0,0,0,0,0,8,,,,,
0,250,Danke schön35絆80未満,SSR,35,Danke schön,エイシンフラッシュ,スピード,,絆80未満,16,0,0,0,1,0,0,6,16,0,16,0,0,26,0,0,2,33,53,0,0,0,0,0,0,8,,,,,
0,250,Danke schön40絆80未満,SSR,40,Danke schön,エイシンフラッシュ,スピード,,絆80未満,18,0,0,0,1,0,0,8,18,0,18,0,0,27,0,0,2,36,57,0,0,0,0,0,0,8,,,,,
0,250,Danke schön45絆80未満,SSR,45,Danke schön,エイシンフラッシュ,スピード,,絆80未満,20,0,1,0,1,0,0,10,20,0,20,0,0,28,0,0,2,40,61,0,0,0,0,0,0,8,,,,,
0,250,Danke schön50絆80未満,SSR,50,Danke schön,エイシンフラッシュ,スピード,,絆80未満,20,0,2,0,1,0,0,10,20,0,20,0,0,30,0,0,2,40,65,0,0,0,0,0,0,8,,,,,
0,251,GLAD TIDINGS30トレーニングLv5,SSR,30,GLAD TIDINGS,ナリタブライアン,パワー,,トレーニングLv5,15,0,0,0,0,0,0,0,0,0,0,0,0,15,1,5,1,20,50,0,0,0,0,0,0,11,トレ効果,,,25,
0,251,GLAD TIDINGS35トレーニングLv5,SSR,35,GLAD TIDINGS,ナリタブライアン,パワー,,トレーニングLv5,16,0,0,0,0,0,0,0,0,0,0,0,0,16,2,6,1,23,53,0,0,0,0,1,0,11,トレ効果,,,25,
0,251,GLAD TIDINGS40トレーニングLv5,SSR,40,GLAD TIDINGS,ナリタブライアン,パワー,,トレーニングLv5,18,0,0,0,0,0,0,0,0,0,0,0,0,18,3,8,1,26,57,0,0,0,0,1,0,11,トレ効果,,,25,
